Category,Hour,Count
Fried Chicken Joint,23,18
Tea Room,0,1
Tea Room,1,2
Tea Room,2,0
Tea Room,3,0
Tea Room,4,0
Tea Room,5,0
Tea Room,6,2
Tea Room,7,3
Tea Room,8,5
Tea Room,9,5
Tea Room,10,4
Tea Room,11,9
Tea Room,12,16
Tea Room,13,15
Tea Room,14,30
Tea Room,15,25
Tea Room,16,24
Tea Room,17,25
Tea Room,18,18
Tea Room,19,25
Tea Room,20,26
Tea Room,21,10
Tea Room,22,6
Tea Room,23,3
Tanning Salon,0,0
Tanning Salon,1,0
Tanning Salon,2,0
Tanning Salon,3,0
Tanning Salon,4,0
Tanning Salon,5,0
Tanning Salon,6,2
Tanning Salon,7,4
Tanning Salon,8,5
Tanning Salon,9,3
Tanning Salon,10,4
Tanning Salon,11,1
Tanning Salon,12,5
Tanning Salon,13,5
Tanning Salon,14,7
Tanning Salon,15,8
Tanning Salon,16,8
Tanning Salon,17,9
Tanning Salon,18,4
Tanning Salon,19,9
Tanning Salon,20,5
Tanning Salon,21,4
Tanning Salon,22,3
Tanning Salon,23,3
Bike Shop,0,3
Bike Shop,1,13
Bike Shop,2,8
Bike Shop,3,1
Bike Shop,4,1
Bike Shop,5,2
Bike Shop,6,0
Bike Shop,7,2
Bike Shop,8,5
Bike Shop,9,3
Bike Shop,10,1
Bike Shop,11,6
Bike Shop,12,4
Bike Shop,13,12
Bike Shop,14,10
Bike Shop,15,10
Bike Shop,16,12
Bike Shop,17,22
Bike Shop,18,9
Bike Shop,19,12
Bike Shop,20,14
Bike Shop,21,2
Bike Shop,22,5
Bike Shop,23,12
Thrift / Vintage Store,0,1
Thrift / Vintage Store,1,0
Thrift / Vintage Store,2,0
Thrift / Vintage Store,3,0
Thrift / Vintage Store,4,0
Thrift / Vintage Store,5,0
Thrift / Vintage Store,6,0
Thrift / Vintage Store,7,1
Thrift / Vintage Store,8,1
Thrift / Vintage Store,9,2
Thrift / Vintage Store,10,9
Thrift / Vintage Store,11,4
Thrift / Vintage Store,12,19
Thrift / Vintage Store,13,20
Thrift / Vintage Store,14,21
Thrift / Vintage Store,15,25
Thrift / Vintage Store,16,21
Thrift / Vintage Store,17,19
Thrift / Vintage Store,18,19
Thrift / Vintage Store,19,9
Thrift / Vintage Store,20,7
Thrift / Vintage Store,21,3
Thrift / Vintage Store,22,1
Thrift / Vintage Store,23,2
Drugstore / Pharmacy,0,51
Drugstore / Pharmacy,1,22
Drugstore / Pharmacy,2,20
Drugstore / Pharmacy,3,15
Drugstore / Pharmacy,4,10
Drugstore / Pharmacy,5,14
Drugstore / Pharmacy,6,33
Drugstore / Pharmacy,7,46
Drugstore / Pharmacy,8,131
Drugstore / Pharmacy,9,100
Drugstore / Pharmacy,10,139
Drugstore / Pharmacy,11,139
Drugstore / Pharmacy,12,141
Drugstore / Pharmacy,13,178
Drugstore / Pharmacy,14,186
Drugstore / Pharmacy,15,183
Drugstore / Pharmacy,16,143
Drugstore / Pharmacy,17,184
Drugstore / Pharmacy,18,210
Drugstore / Pharmacy,19,160
Drugstore / Pharmacy,20,140
Drugstore / Pharmacy,21,82
Drugstore / Pharmacy,22,95
Drugstore / Pharmacy,23,66
Laundry Service,0,7
Laundry Service,1,10
Laundry Service,2,3
Laundry Service,3,1
Laundry Service,4,3
Laundry Service,5,7
Laundry Service,6,12
Laundry Service,7,44
Laundry Service,8,44
Laundry Service,9,41
Laundry Service,10,49
Laundry Service,11,51
Laundry Service,12,50
Laundry Service,13,45
Laundry Service,14,46
Laundry Service,15,43
Laundry Service,16,35
Laundry Service,17,63
Laundry Service,18,48
Laundry Service,19,35
Laundry Service,20,30
Laundry Service,21,19
Laundry Service,22,18
Laundry Service,23,17
Fish & Chips Shop,0,0
Fish & Chips Shop,1,0
Fish & Chips Shop,2,0
Fish & Chips Shop,3,0
Fish & Chips Shop,4,0
Fish & Chips Shop,5,0
Fish & Chips Shop,6,0
Fish & Chips Shop,7,0
Fish & Chips Shop,8,0
Fish & Chips Shop,9,0
Fish & Chips Shop,10,0
Fish & Chips Shop,11,0
Fish & Chips Shop,12,0
Fish & Chips Shop,13,1
Fish & Chips Shop,14,0
Fish & Chips Shop,15,3
Fish & Chips Shop,16,0
Fish & Chips Shop,17,1
Fish & Chips Shop,18,3
Fish & Chips Shop,19,0
Fish & Chips Shop,20,2
Fish & Chips Shop,21,1
Fish & Chips Shop,22,0
Fish & Chips Shop,23,0
Department Store,0,9
Department Store,1,9
Department Store,2,5
Department Store,3,4
Department Store,4,1
Department Store,5,4
Department Store,6,13
Department Store,7,33
Department Store,8,49
Department Store,9,57
Department Store,10,77
Department Store,11,99
Department Store,12,114
Department Store,13,151
Department Store,14,164
Department Store,15,172
Department Store,16,137
Department Store,17,199
Department Store,18,165
Department Store,19,133
Department Store,20,121
Department Store,21,60
Department Store,22,38
Department Store,23,12
Music Venue,0,157
Music Venue,1,52
Music Venue,2,30
Music Venue,3,15
Music Venue,4,6
Music Venue,5,30
Music Venue,6,30
Music Venue,7,31
Music Venue,8,18
Music Venue,9,21
Music Venue,10,24
Music Venue,11,23
Music Venue,12,30
Music Venue,13,39
Music Venue,14,22
Music Venue,15,40
Music Venue,16,29
Music Venue,17,38
Music Venue,18,83
Music Venue,19,146
Music Venue,20,171
Music Venue,21,156
Music Venue,22,112
Music Venue,23,121
Shop & Service,0,0
Shop & Service,1,1
Shop & Service,2,0
Shop & Service,3,0
Shop & Service,4,0
Shop & Service,5,0
Shop & Service,6,0
Shop & Service,7,1
Shop & Service,8,3
Shop & Service,9,3
Shop & Service,10,0
Shop & Service,11,3
Shop & Service,12,5
Shop & Service,13,3
Shop & Service,14,2
Shop & Service,15,1
Shop & Service,16,7
Shop & Service,17,1
Shop & Service,18,1
Shop & Service,19,4
Shop & Service,20,2
Shop & Service,21,0
Shop & Service,22,0
Shop & Service,23,1
Filipino Restaurant,0,0
Filipino Restaurant,1,0
Filipino Restaurant,2,0
Filipino Restaurant,3,0
Filipino Restaurant,4,0
Filipino Restaurant,5,0
Filipino Restaurant,6,0
Filipino Restaurant,7,2
Filipino Restaurant,8,1
Filipino Restaurant,9,0
Filipino Restaurant,10,0
Filipino Restaurant,11,2
Filipino Restaurant,12,3
Filipino Restaurant,13,2
Filipino Restaurant,14,1
Filipino Restaurant,15,1
Filipino Restaurant,16,3
Filipino Restaurant,17,2
Filipino Restaurant,18,5
Filipino Restaurant,19,3
Filipino Restaurant,20,8
Filipino Restaurant,21,4
Filipino Restaurant,22,2
Filipino Restaurant,23,1
College Theater,0,0
College Theater,1,0
College Theater,2,0
College Theater,3,0
College Theater,4,0
College Theater,5,0
College Theater,6,2
College Theater,7,0
College Theater,8,1
College Theater,9,1
College Theater,10,4
College Theater,11,3
College Theater,12,2
College Theater,13,3
College Theater,14,3
College Theater,15,0
College Theater,16,2
College Theater,17,2
College Theater,18,4
College Theater,19,4
College Theater,20,5
College Theater,21,2
College Theater,22,1
College Theater,23,0
Harbor / Marina,0,8
Harbor / Marina,1,7
Harbor / Marina,2,6
Harbor / Marina,3,4
Harbor / Marina,4,8
Harbor / Marina,5,2
Harbor / Marina,6,2
Harbor / Marina,7,6
Harbor / Marina,8,20
Harbor / Marina,9,18
Harbor / Marina,10,14
Harbor / Marina,11,17
Harbor / Marina,12,14
Harbor / Marina,13,23
Harbor / Marina,14,13
Harbor / Marina,15,15
Harbor / Marina,16,31
Harbor / Marina,17,28
Harbor / Marina,18,33
Harbor / Marina,19,16
Harbor / Marina,20,16
Harbor / Marina,21,21
Harbor / Marina,22,8
Harbor / Marina,23,12
Latin American Restaurant,0,8
Latin American Restaurant,1,12
Latin American Restaurant,2,11
Latin American Restaurant,3,2
Latin American Restaurant,4,6
Latin American Restaurant,5,5
Latin American Restaurant,6,1
Latin American Restaurant,7,3
Latin American Restaurant,8,4
Latin American Restaurant,9,7
Latin American Restaurant,10,8
Latin American Restaurant,11,13
Latin American Restaurant,12,28
Latin American Restaurant,13,40
Latin American Restaurant,14,31
Latin American Restaurant,15,13
Latin American Restaurant,16,29
Latin American Restaurant,17,20
Latin American Restaurant,18,29
Latin American Restaurant,19,26
Latin American Restaurant,20,32
Latin American Restaurant,21,21
Latin American Restaurant,22,15
Latin American Restaurant,23,8
Mexican Restaurant,0,36
Mexican Restaurant,1,20
Mexican Restaurant,2,15
Mexican Restaurant,3,12
Mexican Restaurant,4,10
Mexican Restaurant,5,10
Mexican Restaurant,6,1
Mexican Restaurant,7,4
Mexican Restaurant,8,2
Mexican Restaurant,9,11
Mexican Restaurant,10,14
Mexican Restaurant,11,48
Mexican Restaurant,12,191
Mexican Restaurant,13,225
Mexican Restaurant,14,146
Mexican Restaurant,15,106
Mexican Restaurant,16,90
Mexican Restaurant,17,136
Mexican Restaurant,18,188
Mexican Restaurant,19,235
Mexican Restaurant,20,240
Mexican Restaurant,21,169
Mexican Restaurant,22,81
Mexican Restaurant,23,53
Taxi,0,16
Taxi,1,7
Taxi,2,6
Taxi,3,6
Taxi,4,4
Taxi,5,4
Taxi,6,3
Taxi,7,3
Taxi,8,5
Taxi,9,10
Taxi,10,5
Taxi,11,1
Taxi,12,1
Taxi,13,20
Taxi,14,7
Taxi,15,3
Taxi,16,5
Taxi,17,4
Taxi,18,16
Taxi,19,10
Taxi,20,17
Taxi,21,8
Taxi,22,11
Taxi,23,13
Flower Shop,0,0
Flower Shop,1,0
Flower Shop,2,1
Flower Shop,3,0
Flower Shop,4,0
Flower Shop,5,0
Flower Shop,6,1
Flower Shop,7,0
Flower Shop,8,7
Flower Shop,9,2
Flower Shop,10,3
Flower Shop,11,2
Flower Shop,12,1
Flower Shop,13,5
Flower Shop,14,6
Flower Shop,15,7
Flower Shop,16,4
Flower Shop,17,8
Flower Shop,18,1
Flower Shop,19,1
Flower Shop,20,4
Flower Shop,21,1
Flower Shop,22,1
Flower Shop,23,1
Ethiopian Restaurant,0,0
Ethiopian Restaurant,1,0
Ethiopian Restaurant,2,0
Ethiopian Restaurant,3,0
Ethiopian Restaurant,4,0
Ethiopian Restaurant,5,0
Ethiopian Restaurant,6,0
Ethiopian Restaurant,7,0
Ethiopian Restaurant,8,0
Ethiopian Restaurant,9,0
Ethiopian Restaurant,10,0
Ethiopian Restaurant,11,0
Ethiopian Restaurant,12,0
Ethiopian Restaurant,13,0
Ethiopian Restaurant,14,3
Ethiopian Restaurant,15,0
Ethiopian Restaurant,16,0
Ethiopian Restaurant,17,0
Ethiopian Restaurant,18,3
Ethiopian Restaurant,19,3
Ethiopian Restaurant,20,4
Ethiopian Restaurant,21,2
Ethiopian Restaurant,22,1
Ethiopian Restaurant,23,2
Office,0,56
Office,1,41
Office,2,23
Office,3,20
Office,4,18
Office,5,111
Office,6,216
Office,7,734
Office,8,1976
Office,9,2838
Office,10,1475
Office,11,751
Office,12,702
Office,13,742
Office,14,601
Office,15,506
Office,16,354
Office,17,429
Office,18,364
Office,19,286
Office,20,170
Office,21,135
Office,22,103
Office,23,89
Photography Lab,0,0
Photography Lab,1,0
Photography Lab,2,0
Photography Lab,3,0
Photography Lab,4,0
Photography Lab,5,0
Photography Lab,6,0
Photography Lab,7,0
Photography Lab,8,0
Photography Lab,9,0
Photography Lab,10,0
Photography Lab,11,0
Photography Lab,12,0
Photography Lab,13,0
Photography Lab,14,0
Photography Lab,15,0
Photography Lab,16,1
Photography Lab,17,1
Photography Lab,18,0
Photography Lab,19,0
Photography Lab,20,0
Photography Lab,21,0
Photography Lab,22,0
Photography Lab,23,0
Travel & Transport,0,0
Travel & Transport,1,2
Travel & Transport,2,1
Travel & Transport,3,1
Travel & Transport,4,0
Travel & Transport,5,1
Travel & Transport,6,0
Travel & Transport,7,4
Travel & Transport,8,2
Travel & Transport,9,2
Travel & Transport,10,2
Travel & Transport,11,3
Travel & Transport,12,2
Travel & Transport,13,1
Travel & Transport,14,2
Travel & Transport,15,3
Travel & Transport,16,0
Travel & Transport,17,3
Travel & Transport,18,3
Travel & Transport,19,8
Travel & Transport,20,1
Travel & Transport,21,3
Travel & Transport,22,0
Travel & Transport,23,0
Housing Development,0,6
Housing Development,1,6
Housing Development,2,3
Housing Development,3,4
Housing Development,4,3
Housing Development,5,8
Housing Development,6,13
Housing Development,7,12
Housing Development,8,20
Housing Development,9,16
Housing Development,10,11
Housing Development,11,6
Housing Development,12,4
Housing Development,13,9
Housing Development,14,12
Housing Development,15,7
Housing Development,16,7
Housing Development,17,24
Housing Development,18,10
Housing Development,19,14
Housing Development,20,21
Housing Development,21,8
Housing Development,22,15
Housing Development,23,11
Library,0,1
Library,1,3
Library,2,5
Library,3,4
Library,4,3
Library,5,0
Library,6,9
Library,7,11
Library,8,88
Library,9,18
Library,10,29
Library,11,25
Library,12,40
Library,13,44
Library,14,30
Library,15,45
Library,16,42
Library,17,25
Library,18,25
Library,19,11
Library,20,11
Library,21,5
Library,22,5
Library,23,7
Flea Market,0,1
Flea Market,1,0
Flea Market,2,0
Flea Market,3,1
Flea Market,4,0
Flea Market,5,0
Flea Market,6,2
Flea Market,7,0
Flea Market,8,0
Flea Market,9,1
Flea Market,10,12
Flea Market,11,19
Flea Market,12,17
Flea Market,13,39
Flea Market,14,40
Flea Market,15,40
Flea Market,16,22
Flea Market,17,15
Flea Market,18,10
Flea Market,19,7
Flea Market,20,9
Flea Market,21,3
Flea Market,22,3
Flea Market,23,2
German Restaurant,0,7
German Restaurant,1,2
German Restaurant,2,9
German Restaurant,3,6
German Restaurant,4,3
German Restaurant,5,0
German Restaurant,6,3
German Restaurant,7,4
German Restaurant,8,0
German Restaurant,9,2
German Restaurant,10,5
German Restaurant,11,10
German Restaurant,12,8
German Restaurant,13,9
German Restaurant,14,4
German Restaurant,15,8
German Restaurant,16,3
German Restaurant,17,6
German Restaurant,18,11
German Restaurant,19,13
German Restaurant,20,31
German Restaurant,21,17
German Restaurant,22,13
German Restaurant,23,10
Church,0,3
Church,1,6
Church,2,4
Church,3,4
Church,4,6
Church,5,21
Church,6,23
Church,7,15
Church,8,78
Church,9,88
Church,10,131
Church,11,149
Church,12,84
Church,13,55
Church,14,32
Church,15,34
Church,16,57
Church,17,69
Church,18,105
Church,19,113
Church,20,48
Church,21,27
Church,22,14
Church,23,6
Snack Place,0,3
Snack Place,1,0
Snack Place,2,0
Snack Place,3,0
Snack Place,4,1
Snack Place,5,0
Snack Place,6,2
Snack Place,7,1
Snack Place,8,40
Snack Place,9,5
Snack Place,10,4
Snack Place,11,2
Snack Place,12,3
Snack Place,13,6
Snack Place,14,10
Snack Place,15,6
Snack Place,16,9
Snack Place,17,4
Snack Place,18,6
Snack Place,19,5
Snack Place,20,5
Snack Place,21,2
Snack Place,22,1
Snack Place,23,0
Casino,0,1
Casino,1,0
Casino,2,3
Casino,3,0
Casino,4,0
Casino,5,1
Casino,6,37
Casino,7,2
Casino,8,0
Casino,9,9
Casino,10,4
Casino,11,9
Casino,12,31
Casino,13,5
Casino,14,0
Casino,15,4
Casino,16,2
Casino,17,0
Casino,18,1
Casino,19,0
Casino,20,3
Casino,21,3
Casino,22,5
Casino,23,3
Scandinavian Restaurant,0,0
Scandinavian Restaurant,1,1
Scandinavian Restaurant,2,1
Scandinavian Restaurant,3,0
Scandinavian Restaurant,4,0
Scandinavian Restaurant,5,0
Scandinavian Restaurant,6,0
Scandinavian Restaurant,7,0
Scandinavian Restaurant,8,0
Scandinavian Restaurant,9,0
Scandinavian Restaurant,10,0
Scandinavian Restaurant,11,0
Scandinavian Restaurant,12,3
Scandinavian Restaurant,13,2
Scandinavian Restaurant,14,2
Scandinavian Restaurant,15,1
Scandinavian Restaurant,16,0
Scandinavian Restaurant,17,2
Scandinavian Restaurant,18,3
Scandinavian Restaurant,19,2
Scandinavian Restaurant,20,2
Scandinavian Restaurant,21,3
Scandinavian Restaurant,22,0
Scandinavian Restaurant,23,0
Salon / Barbershop,0,5
Salon / Barbershop,1,15
Salon / Barbershop,2,9
Salon / Barbershop,3,4
Salon / Barbershop,4,2
Salon / Barbershop,5,3
Salon / Barbershop,6,3
Salon / Barbershop,7,18
Salon / Barbershop,8,46
Salon / Barbershop,9,82
Salon / Barbershop,10,108
Salon / Barbershop,11,95
Salon / Barbershop,12,100
Salon / Barbershop,13,112
Salon / Barbershop,14,110
Salon / Barbershop,15,139
Salon / Barbershop,16,118
Salon / Barbershop,17,111
Salon / Barbershop,18,152
Salon / Barbershop,19,97
Salon / Barbershop,20,53
Salon / Barbershop,21,39
Salon / Barbershop,22,16
Salon / Barbershop,23,39
Pet Store,0,0
Pet Store,1,1
Pet Store,2,1
Pet Store,3,0
Pet Store,4,0
Pet Store,5,1
Pet Store,6,1
Pet Store,7,2
Pet Store,8,6
Pet Store,9,10
Pet Store,10,8
Pet Store,11,26
Pet Store,12,27
Pet Store,13,30
Pet Store,14,25
Pet Store,15,32
Pet Store,16,27
Pet Store,17,28
Pet Store,18,35
Pet Store,19,29
Pet Store,20,7
Pet Store,21,5
Pet Store,22,0
Pet Store,23,1
Market,0,0
Market,1,0
Market,2,0
Market,3,0
Market,4,0
Market,5,0
Market,6,0
Market,7,0
Market,8,0
Market,9,1
Market,10,0
Market,11,2
Market,12,4
Market,13,11
Market,14,51
Market,15,9
Market,16,8
Market,17,8
Market,18,6
Market,19,1
Market,20,5
Market,21,6
Market,22,1
Market,23,0
South American Restaurant,0,1
South American Restaurant,1,2
South American Restaurant,2,0
South American Restaurant,3,1
South American Restaurant,4,1
South American Restaurant,5,1
South American Restaurant,6,0
South American Restaurant,7,1
South American Restaurant,8,1
South American Restaurant,9,3
South American Restaurant,10,1
South American Restaurant,11,1
South American Restaurant,12,6
South American Restaurant,13,10
South American Restaurant,14,3
South American Restaurant,15,3
South American Restaurant,16,5
South American Restaurant,17,3
South American Restaurant,18,10
South American Restaurant,19,9
South American Restaurant,20,18
South American Restaurant,21,11
South American Restaurant,22,5
South American Restaurant,23,3
City,0,27
City,1,18
City,2,7
City,3,16
City,4,7
City,5,3
City,6,6
City,7,55
City,8,53
City,9,49
City,10,41
City,11,47
City,12,47
City,13,46
City,14,53
City,15,52
City,16,43
City,17,38
City,18,40
City,19,49
City,20,42
City,21,33
City,22,35
City,23,25
Automotive Shop,0,3
Automotive Shop,1,0
Automotive Shop,2,1
Automotive Shop,3,2
Automotive Shop,4,3
Automotive Shop,5,2
Automotive Shop,6,5
Automotive Shop,7,23
Automotive Shop,8,56
Automotive Shop,9,46
Automotive Shop,10,48
Automotive Shop,11,43
Automotive Shop,12,56
Automotive Shop,13,47
Automotive Shop,14,49
Automotive Shop,15,41
Automotive Shop,16,44
Automotive Shop,17,29
Automotive Shop,18,24
Automotive Shop,19,24
Automotive Shop,20,11
Automotive Shop,21,10
Automotive Shop,22,5
Automotive Shop,23,7
Embassy / Consulate,0,1
Embassy / Consulate,1,0
Embassy / Consulate,2,0
Embassy / Consulate,3,1
Embassy / Consulate,4,0
Embassy / Consulate,5,0
Embassy / Consulate,6,0
Embassy / Consulate,7,0
Embassy / Consulate,8,3
Embassy / Consulate,9,3
Embassy / Consulate,10,3
Embassy / Consulate,11,1
Embassy / Consulate,12,3
Embassy / Consulate,13,2
Embassy / Consulate,14,3
Embassy / Consulate,15,3
Embassy / Consulate,16,1
Embassy / Consulate,17,1
Embassy / Consulate,18,5
Embassy / Consulate,19,1
Embassy / Consulate,20,3
Embassy / Consulate,21,0
Embassy / Consulate,22,2
Embassy / Consulate,23,1
College Academic Building,0,42
College Academic Building,1,25
College Academic Building,2,32
College Academic Building,3,30
College Academic Building,4,7
College Academic Building,5,8
College Academic Building,6,13
College Academic Building,7,146
College Academic Building,8,386
College Academic Building,9,340
College Academic Building,10,287
College Academic Building,11,225
College Academic Building,12,245
College Academic Building,13,271
College Academic Building,14,265
College Academic Building,15,194
College Academic Building,16,151
College Academic Building,17,192
College Academic Building,18,219
College Academic Building,19,139
College Academic Building,20,106
College Academic Building,21,52
College Academic Building,22,58
College Academic Building,23,46
Falafel Restaurant,0,1
Falafel Restaurant,1,4
Falafel Restaurant,2,7
Falafel Restaurant,3,10
Falafel Restaurant,4,4
Falafel Restaurant,5,0
Falafel Restaurant,6,0
Falafel Restaurant,7,0
Falafel Restaurant,8,1
Falafel Restaurant,9,2
Falafel Restaurant,10,5
Falafel Restaurant,11,1
Falafel Restaurant,12,14
Falafel Restaurant,13,17
Falafel Restaurant,14,3
Falafel Restaurant,15,4
Falafel Restaurant,16,4
Falafel Restaurant,17,5
Falafel Restaurant,18,4
Falafel Restaurant,19,13
Falafel Restaurant,20,5
Falafel Restaurant,21,5
Falafel Restaurant,22,3
Falafel Restaurant,23,5
Cemetery,0,2
Cemetery,1,2
Cemetery,2,6
Cemetery,3,10
Cemetery,4,5
Cemetery,5,0
Cemetery,6,4
Cemetery,7,2
Cemetery,8,9
Cemetery,9,7
Cemetery,10,9
Cemetery,11,8
Cemetery,12,5
Cemetery,13,7
Cemetery,14,8
Cemetery,15,5
Cemetery,16,16
Cemetery,17,6
Cemetery,18,9
Cemetery,19,24
Cemetery,20,14
Cemetery,21,7
Cemetery,22,10
Cemetery,23,4
Factory,0,1
Factory,1,2
Factory,2,0
Factory,3,0
Factory,4,0
Factory,5,7
Factory,6,10
Factory,7,23
Factory,8,5
Factory,9,5
Factory,10,10
Factory,11,6
Factory,12,3
Factory,13,8
Factory,14,1
Factory,15,4
Factory,16,3
Factory,17,6
Factory,18,5
Factory,19,3
Factory,20,2
Factory,21,2
Factory,22,1
Factory,23,5
Breakfast Spot,0,4
Breakfast Spot,1,5
Breakfast Spot,2,3
Breakfast Spot,3,5
Breakfast Spot,4,32
Breakfast Spot,5,4
Breakfast Spot,6,23
Breakfast Spot,7,32
Breakfast Spot,8,49
Breakfast Spot,9,39
Breakfast Spot,10,45
Breakfast Spot,11,33
Breakfast Spot,12,32
Breakfast Spot,13,39
Breakfast Spot,14,16
Breakfast Spot,15,23
Breakfast Spot,16,9
Breakfast Spot,17,14
Breakfast Spot,18,17
Breakfast Spot,19,27
Breakfast Spot,20,20
Breakfast Spot,21,14
Breakfast Spot,22,8
Breakfast Spot,23,11
Thai Restaurant,0,3
Thai Restaurant,1,6
Thai Restaurant,2,1
Thai Restaurant,3,0
Thai Restaurant,4,0
Thai Restaurant,5,0
Thai Restaurant,6,1
Thai Restaurant,7,1
Thai Restaurant,8,0
Thai Restaurant,9,0
Thai Restaurant,10,1
Thai Restaurant,11,8
Thai Restaurant,12,47
Thai Restaurant,13,69
Thai Restaurant,14,37
Thai Restaurant,15,25
Thai Restaurant,16,20
Thai Restaurant,17,36
Thai Restaurant,18,60
Thai Restaurant,19,89
Thai Restaurant,20,93
Thai Restaurant,21,56
Thai Restaurant,22,26
Thai Restaurant,23,14
Dessert Shop,0,14
Dessert Shop,1,1
Dessert Shop,2,0
Dessert Shop,3,2
Dessert Shop,4,0
Dessert Shop,5,1
Dessert Shop,6,1
Dessert Shop,7,2
Dessert Shop,8,6
Dessert Shop,9,7
Dessert Shop,10,11
Dessert Shop,11,15
Dessert Shop,12,23
Dessert Shop,13,30
Dessert Shop,14,28
Dessert Shop,15,31
Dessert Shop,16,43
Dessert Shop,17,37
Dessert Shop,18,41
Dessert Shop,19,52
Dessert Shop,20,30
Dessert Shop,21,44
Dessert Shop,22,47
Dessert Shop,23,24
Beach,0,12
Beach,1,8
Beach,2,5
Beach,3,5
Beach,4,9
Beach,5,6
Beach,6,20
Beach,7,21
Beach,8,14
Beach,9,26
Beach,10,57
Beach,11,19
Beach,12,41
Beach,13,72
Beach,14,41
Beach,15,35
Beach,16,32
Beach,17,28
Beach,18,28
Beach,19,24
Beach,20,17
Beach,21,16
Beach,22,23
Beach,23,16
Brewery,0,1
Brewery,1,1
Brewery,2,0
Brewery,3,0
Brewery,4,0
Brewery,5,0
Brewery,6,0
Brewery,7,1
Brewery,8,3
Brewery,9,2
Brewery,10,0
Brewery,11,3
Brewery,12,2
Brewery,13,8
Brewery,14,11
Brewery,15,8
Brewery,16,5
Brewery,17,17
Brewery,18,14
Brewery,19,14
Brewery,20,13
Brewery,21,7
Brewery,22,3
Brewery,23,1
Other Nightlife,0,16
Other Nightlife,1,7
Other Nightlife,2,8
Other Nightlife,3,4
Other Nightlife,4,4
Other Nightlife,5,2
Other Nightlife,6,2
Other Nightlife,7,1
Other Nightlife,8,1
Other Nightlife,9,6
Other Nightlife,10,15
Other Nightlife,11,15
Other Nightlife,12,18
Other Nightlife,13,17
Other Nightlife,14,15
Other Nightlife,15,11
Other Nightlife,16,16
Other Nightlife,17,13
Other Nightlife,18,11
Other Nightlife,19,27
Other Nightlife,20,13
Other Nightlife,21,14
Other Nightlife,22,15
Other Nightlife,23,16
Sandwich Place,0,5
Sandwich Place,1,6
Sandwich Place,2,5
Sandwich Place,3,2
Sandwich Place,4,4
Sandwich Place,5,66
Sandwich Place,6,6
Sandwich Place,7,40
Sandwich Place,8,85
Sandwich Place,9,81
Sandwich Place,10,96
Sandwich Place,11,87
Sandwich Place,12,225
Sandwich Place,13,287
Sandwich Place,14,176
Sandwich Place,15,138
Sandwich Place,16,72
Sandwich Place,17,62
Sandwich Place,18,72
Sandwich Place,19,68
Sandwich Place,20,73
Sandwich Place,21,36
Sandwich Place,22,18
Sandwich Place,23,9
Portuguese Restaurant,0,0
Portuguese Restaurant,1,0
Portuguese Restaurant,2,0
Portuguese Restaurant,3,0
Portuguese Restaurant,4,0
Portuguese Restaurant,5,0
Portuguese Restaurant,6,0
Portuguese Restaurant,7,0
Portuguese Restaurant,8,0
Portuguese Restaurant,9,0
Portuguese Restaurant,10,0
Portuguese Restaurant,11,1
Portuguese Restaurant,12,1
Portuguese Restaurant,13,1
Portuguese Restaurant,14,0
Portuguese Restaurant,15,0
Portuguese Restaurant,16,1
Portuguese Restaurant,17,0
Portuguese Restaurant,18,1
Portuguese Restaurant,19,2
Portuguese Restaurant,20,2
Portuguese Restaurant,21,0
Portuguese Restaurant,22,0
Portuguese Restaurant,23,0
Medical Center,0,59
Medical Center,1,39
Medical Center,2,34
Medical Center,3,54
Medical Center,4,47
Medical Center,5,32
Medical Center,6,58
Medical Center,7,143
Medical Center,8,408
Medical Center,9,470
Medical Center,10,244
Medical Center,11,191
Medical Center,12,204
Medical Center,13,231
Medical Center,14,209
Medical Center,15,212
Medical Center,16,147
Medical Center,17,141
Medical Center,18,119
Medical Center,19,77
Medical Center,20,63
Medical Center,21,44
Medical Center,22,58
Medical Center,23,82
Comedy Club,0,3
Comedy Club,1,2
Comedy Club,2,1
Comedy Club,3,0
Comedy Club,4,2
Comedy Club,5,0
Comedy Club,6,1
Comedy Club,7,0
Comedy Club,8,1
Comedy Club,9,1
Comedy Club,10,9
Comedy Club,11,2
Comedy Club,12,1
Comedy Club,13,2
Comedy Club,14,7
Comedy Club,15,6
Comedy Club,16,9
Comedy Club,17,8
Comedy Club,18,18
Comedy Club,19,25
Comedy Club,20,17
Comedy Club,21,18
Comedy Club,22,12
Comedy Club,23,5
Arts & Crafts Store,0,3
Arts & Crafts Store,1,0
Arts & Crafts Store,2,1
Arts & Crafts Store,3,3
Arts & Crafts Store,4,4
Arts & Crafts Store,5,1
Arts & Crafts Store,6,0
Arts & Crafts Store,7,0
Arts & Crafts Store,8,18
Arts & Crafts Store,9,16
Arts & Crafts Store,10,9
Arts & Crafts Store,11,15
Arts & Crafts Store,12,18
Arts & Crafts Store,13,18
Arts & Crafts Store,14,38
Arts & Crafts Store,15,20
Arts & Crafts Store,16,16
Arts & Crafts Store,17,13
Arts & Crafts Store,18,21
Arts & Crafts Store,19,14
Arts & Crafts Store,20,11
Arts & Crafts Store,21,5
Arts & Crafts Store,22,6
Arts & Crafts Store,23,6
Food,0,1
Food,1,2
Food,2,2
Food,3,3
Food,4,0
Food,5,1
Food,6,6
Food,7,3
Food,8,3
Food,9,4
